ID,Label,Entity Text
15917,LIT,伤寒绪论·懊侬
15918,LIT,金匮要略·中风历节病脉证并治
15919,PRE,桅子豉汤
15920,SYM,虚烦不得眠
15921,SYM,反覆颠倒
15922,SYM,心中懊
15923,SYM,太阳表证未解
15924,SYM,下后成结胸
15925,SYM,阳明病下
15926,SYM,心中懊侬而烦
15927,SYM,胃中有燥屎
15928,PRE,桅子大黄汤
15929,SYM,酒黄疽
15930,DIS,心气不宁
15931,SYM,心悸易惊
15932,SYM,心烦不寐
15933,SYM,神疲怠倦
15934,SYM,舌嫩
15935,SYM,脉虚或促、结、代等虚象
15936,SYM,湿痰、痪血或水气过盛之证脉
15937,SYM,心神浮越
15938,SYM,精神散乱
15939,SYM,健忘易惊
15940,SYM,自汗或动则汗出
15941,DIS,心火上炎
15942,SYM,舌生疮
15943,SYM,口腔糜烂
15944,SYM,心烦失眠
15945,SYM,舌尖红绛
15946,DIS,心火内炽
15947,DIS,心火内焚
15948,SYM,怔仲不安
15949,SYM,狂躁澹语
15950,SYM,心中烦热
15951,SYM,焦躁失眠
15952,SYM,口舌糜烂疼痛
15953,SYM,甚则烁伤肺阴而见咯血
15954,DIS,心孔婚塞
15955,LIT,素问·皮部论
15956,SYM,心神悟塞
15957,SYM,精神阁钝
15958,SYM,多忘善误
15959,MED,牛心
15960,MED,马心
15961,MED,猪心
15962,MED,鸡心
15963,MER,心包络经
15964,DIS,心包络
15965,SYM,心胸间隐隐作痛
15966,MER,心主之阴
15967,DIS,心血不足
15968,SYM,心血疾阻心血凝滞
15969,SYM,脉道癖塞
15970,SYM,心前区刺痛或闷痛
15971,SYM,并常牵引至臂内侧
15972,SYM,病轻者痛势不剧
15973,SYM,重者并有面、唇、指甲青紫
15974,SYM,舌质暗红
15975,SYM,紫色斑点
15976,SYM,脉微细或涩
15977,SYM,小便赤涩或尿
15978,SYM,小肠实热
15979,SYM,每见心烦
15980,DIS,心阳不足
15981,DIS,心阳不振
15982,DIS,心阴不足
15983,LIT,难经·七十难
15984,LIT,三因极一病证方论·心小肠经虚实寒热证治
15985,SYM,心肺气虚心气与肺气俱虚
15986,SYM,久咳不已
15987,SYM,气短心悸
15988,DIS,心实热证
15989,SYM,病苦闭
15990,SYM,大便不利
15991,SYM,咽燥
15992,SYM,妞血
15993,SYM,其脉洪实相搏
15994,PRE,竹沥汤
15995,DIS,心经失血病证
15996,SYM,咯出血丝或小量鲜血
15997,SYM,胸隔隐隐牵痛
15998,SYM,懊侬嘈杂
15999,PRE,五神汤
16000,PRE,天门冬汤
16001,DIS,心经咳嗽
16002,LIT,症因脉治·内伤咳嗽
16003,LIT,温热论
16004,SYM,喉中解解如梗状
16005,SYM,甚则舌肿咽痛
16006,LIT,校注医醇賸义/医醇剩义·咳嗽
16007,SYM,痰少心烦
16008,SYM,夜不成寐
16009,PRE,玄妙散
16010,DIS,心经热痰
16011,SYM,舌绛而中心干燥
16012,DIS,心热多惊
16013,SYM,梦中狂语
16014,SYM,烦闷多惊
16015,PRE,赤茯苓散
16016,DIS,心热烦啼
16017,SYM,面红色赤
16018,SYM,舌苔白涩
16019,SYM,无灯则啼稍息
16020,SYM,见灯则啼愈甚
16021,DIS,心热惊啼
16022,LIT,太平圣惠方·治心脏中风诸方
16023,DIS,心热痪软
16024,PRE,柏子仁散
16025,SYM,有舌尖红
16026,SYM,啼哭不止
16027,SYM,四肢关节不能活动
16028,SYM,足胫纵缓
16029,SYM,不能收持
16030,SYM,如枢纽之折
16031,SYM,而不能提掣
16032,SYM,面颊常
16033,SYM,心烦意乱
16034,DIS,心脏中风
16035,SYM,心神颠倒
16036,SYM,言语誊涩
16037,SYM,舌强口干
16038,SYM,面赤头痛
16039,SYM,胸背拘急
16040,SYM,但多堰卧
16041,SYM,手心热盛
16042,SYM,不得倾侧
16043,SYM,松悸汗出
16044,SYM,恍惚不安
16045,SYM,有消瘦
16046,SYM,夜热
16047,SYM,易汗
16048,DIS,心虚自汗
16049,SYM,怔忡恍惚
16050,DIS,心虚经闭
16051,MED,干葛
16052,DIS,心虚胆怯
16053,DIS,心虚热证
16054,PRE,熟干地黄汤方
16055,SYM,心藏虚热
16056,SYM,虚乏气短
16057,SYM,获神丸方
16058,SYM,烦心掌热而呕
16059,SYM,善笑
16060,SYM,善忘
16061,SYM,善惊
16062,SYM,筑筑然动
16063,SYM,舌破
16064,SYM,心胸间汗
16065,DIS,心盛寒证
16066,SYM,病苦悸恐不乐
16067,SYM,心腹痛
16068,SYM,难以言
16069,SYM,心如寒
16070,SYM,喜悲易愁
16071,SYM,冷汗出
16072,PRE,远志饮子
16073,DIS,心常有余
16074,DIS,心脾两虚
16075,SYM,失眠多梦
16076,SYM,见崩漏
16077,SYM,皮下出血
16078,DIS,紫瘫
16079,DIS,心痛彻背
16080,SYM,胸痹不得卧
16081,PRE,栝楼薤白半夏汤
16082,DIS,心中寒
16083,SYM,譬如蛊注二其脉浮
16084,SYM,自吐乃愈
16085,DIS,心跳心慌
16086,SYM,面易五色
16087,SYM,心腹刺痛作啼
16088,SYM,状似惊痈
16089,DIS,心躁夜啼
16090,DIS,热夜啼
16091,SYM,头痛身热
16092,SYM,心腹烦满不得卧
16093,SYM,以胃气不转水谷实也
16094,SYM,尚可见口舌生疮
16095,SYM,病苦洞泄
16096,SYM,苦寒少气
16097,LIT,痧胀燃犀照
16098,LIT,证治汇补·暑症章
16099,DIS,心烦嗜睡痞
16100,DIS,心脾中署证
16101,DIS,心中婚
16102,MER,心手少阴之脉
16103,SYM,二便时滑
16104,SYM,目漫神清
16105,SYM,气怯倦怠
16106,SYM,心战胆寒
16107,SYM,时时欲睡
16108,SYM,睡中自醒
16109,SYM,喜热恶冷
16110,SYM,肝肾脉迟
16111,SYM,左关脉弱
16112,SYM,心烦躁乱
16113,SYM,夜卧惊起
16114,SYM,口燥舌干
16115,PRE,归芍天地煎
16116,PRE,黄连安神丸
16117,DIS,心移热
16118,SYM,小便黄短
16119,SYM,小便淋沥刺痛
16120,SYM,舌尖红
16121,SYM,苔黄或白而干
16122,DIS,心手少阴经病证
16123,MER,心手少阴
16124,SYM,渴而欲饮
16125,DIS,臂厥
16126,DIS,主心所生病者
16127,SYM,糯臂内后廉痛厥
16128,SYM,掌中热痛
16129,LIT,脉经·心手少阴经病证
16130,DIS,心主手厥阴经病证
16131,MER,手厥阴心包络之脉
16132,SYM,病手心热
16133,SYM,胸胁支满
16134,DIS,主脉所生病者
16135,DIS,心脏
16136,SYM,令人烦心甚
16137,SYM,欲得清水
16138,SYM,反寒多
16139,SYM,不甚热
16140,SYM,喉肿痛
16141,SYM,肘臂挛痛
16142,SYM,胸部烦满
16143,SYM,咽肘横纹
16144,DIS,尺热
16145,LIT,灵枢·小针解
16146,LIT,素问·八正神明论
16147,SYM,脉盛躁
16148,SYM,其身必热
16149,LIT,春秋繁露
16150,PRE,引火汤
16151,SYM,阴虚乳蛾
16152,MED,引水燕
16153,MED,罗裙带
16154,SYM,小儿痰嗽
16155,SYM,有升无降
16156,SYM,喉中牵锯之声
16157,SYM,须引而上行
16158,SYM,上热下寒
16159,SYM,面色浮红
16160,SYM,牙齿痛
16161,SYM,腰疫腿软
16162,SYM,两足发冷
16163,SYM,舌质嫩红
16164,DIS,厥阴经病
16165,DIS,阳明经病
16166,DIS,太阳经病
16167,DIS,少阴经病
16168,DIS,咽喉病
16169,DIS,少阳经病
16170,DIS,太阴经病
16171,DIS,上肢病
16172,DIS,下肢
16173,PRE,引气归血汤
16174,SYM,妊娠因大怒而小产腹痛
16175,SYM,口内腐烂
16176,MED,刚子
16177,MED,江子
16178,MED,巴果
16179,MED,双眼龙
16180,SYM,寒积停滞
16181,SYM,胸腹胀满急痛
16182,SYM,痴狂
16183,MED,巴戟
16184,MED,杏枝
16185,MED,巴山虎
16186,PRE,巴豆丸
16187,SYM,妇人病痕
16188,MED,巴豆叶
16189,MED,双眼龙叶
16190,SYM,带状疮疹
16191,MED,巴岩草
16192,MED,巴岩香
16193,MED,假药
16194,PRE,巴戟丸
16195,SYM,胞痹脐腹痛
16196,MED,炒益智仁
16197,SYM,肝肾俱虚
16198,SYM,面色白而不泽
16199,MED,鸡肠风
16200,MED,兔子肠
16201,SYM,肾虚阳痰
16202,MED,石龙芮
16203,SYM,小便频多
16204,SYM,缠喉风闭
16205,SYM,先胸隔气紧
16206,SYM,蓦然咽喉肿痛
16207,SYM,气不能通
16208,MED,巴旦杏仁
16209,MED,巴达杏仁
16210,MED,叭哒杏仁
16211,DIS,巴豆中毒
16212,SYM,口咽热痛
16213,SYM,剧烈腹痛腹泻
16214,SYM,严重者可致昏迷
16215,SYM,肾脏损害
16216,SYM,休克死亡
16217,PRE,黄连汁
16218,PRE,曹蒲汁
16219,PRE,甘草汁
16220,PRE,葛根汁
16221,PRE,白药子
16222,PRE,黑豆汁
16223,PRE,生霍汁
16224,PRE,冷水
16225,MED,巴豆树根
16226,MED,挡蛇剑
16227,SYM,胃寒痛
16228,MED,水银粉
16229,SYM,湿盛
16230,SYM,男儿阴囊皆肿
16231,SYM,水肿腰以下为重
16232,LIT,一草亭目科全书
16233,LIT,公羊传
16234,MED,双花
16235,DIS,双鹅
16236,SYM,肿于喉两傍
16237,DIS,双蛾
16238,SYM,盖肿于咽之两旁
16239,DIS,双乳鹅
16240,DIS,双乳蛾
16241,PRE,双玉散
16242,SYM,火痰喘嗽
16243,SYM,痰涌如泉
16244,MED,双头粘
16245,DIS,双头痔
16246,SYM,肛周皮赘下垂
16247,SYM,自觉搔痒
16248,DIS,双肉蛾
16249,PRE,双补丸
16250,MED,醉香
16251,SYM,胃虚水涸
16252,SYM,燥渴劳倦
16253,PRE,双补汤
16254,SYM,老年久痢
16255,SYM,脾肾阳虚
16256,SYM,大便澹泻
16257,PRE,双和汤
16258,SYM,心肾俱虚
16259,SYM,精血气少
16260,SYM,百骸枯瘁
16261,SYM,行动喘乏
16262,SYM,面色屡黄
16263,SYM,伤于冷
16264,SYM,脾疼腹痛
16265,SYM,泻痢吐逆
16266,SYM,伤于热
16267,SYM,头旋眼晕
16268,SYM,痰涎气促
16269,SYM,虚胀而不思食
16270,SYM,多食而不生肌肉
16271,SYM,心烦则虚汗盗汗
16272,PRE,双和散
16273,SYM,补养气血
16274,SYM,虚劳少力
16275,DIS,双鹅风
16276,SYM,咽喉两旁喉核肿起形如乳头
16277,SYM,色红疼痛
16278,SYM,饮食难咽
16279,SYM,便秘口臭
16280,SYM,泻火解毒
16281,PRE,双砂汤
16282,SYM,骨鲤咽喉
16283,PRE,双炭饮
16284,MED,金银花炭
16285,MED,大黄炭
16286,SYM,化湿消滞
16287,SYM,嚓口疫痢
16288,SYM,腹痛下痢脓血
16289,SYM,渴烦躁
16290,SYM,嚓口呕吐
16291,PRE,双美丸
16292,PRE,夜光丸
16293,DIS,双活鹅
16294,DIS,双喉闭
16295,DIS,双喉痈
16296,DIS,双喉痹
16297,SYM,痛而难食
16298,SYM,咽喉两边肿痛
16299,SYM,肿连项外
16300,SYM,汤水难咽
16301,SYM,语声难出
16302,PRE,清咽散
16303,DIS,双锁口
16304,MED,双瑚草
16305,DIS,双蛾风
16306,LIT,疫痧草
16307,PRE,双解汤
16308,MED,炒牵牛子
16309,SYM,内蕴热气
16310,SYM,外挟寒邪
16311,SYM,精血交滞
16312,SYM,肿结疼痛
16313,PRE,双解散
16314,PRE,益元散
16315,MED,盐豆豉
16316,SYM,风寒暑湿
16317,SYM,内外诸邪所伤
16318,SYM,小儿疤疹
16319,SYM,痞现隐约
16320,SYM,喉烂气秽
16321,SYM,神烦目赤
16322,SYM,脉实
16323,SYM,痘疮表里俱实
16324,DIS,双缠风
16325,SYM,初起耳下一边肿大
16326,SYM,两边肿
16327,SYM,连颈下俱肿痛
16328,SYM,身作寒热
16329,SYM,喉内四周红肿
16330,DIS,双缠症
16331,SYM,啼中左右有白膜
16332,SYM,黄膜两片屈曲相缠
16333,LIT,幼科推拿妙诀
16334,LIT,小儿推拿秘诀·手上推拿法
16335,LIT,幼科推拿秘书·十三大手法推拿注释
16336,DIS,双目睛
16337,SYM,目珠偏斜
16338,SYM,视亦不正
16339,DIS,双松子风
16340,SYM,初起两边红紫如粟形大
16341,SYM,逐时胀肿
16342,SYM,渐长如绿豆大
16343,SYM,似松子一样
16344,PRE,紫地汤
16345,DIS,双锁口痘
16346,DIS,双缠喉风
16347,DIS,双燕口风
16348,SYM,红肿不能吞咽
16349,SYM,肿出舌上来
16350,SYM,连舌亦痛
16351,DIS,双燕子症
16352,LIT,喉牙口舌各科秘旨
16353,SYM,满口红肿
16354,PRE,双料喉风散
16355,SYM,牙眼疼痛
16356,SYM,鼻窦脓肿
16357,SYM,耳内流脓
16358,SYM,皮肤溃烂
16359,PRE,双解贵金丸
16360,SYM,背疽初起
16361,SYM,木闷坚硬
16362,PRE,双解通圣散
16363,MED,煅石膏
16364,SYM,口唇初起发痒红肿
16365,SYM,日久破裂流水
16366,SYM,疼如火燎
16367,SYM,又似无皮
16368,DIS,多食
16369,LIT,抱朴子
16370,DIS,水气
16371,SYM,咳而微喘
16372,SYM,发热不渴
16373,SYM,蛊胀
16374,LIT,救产全书
16375,SYM,妇人先患水肿后月经闭止
16376,PRE,防己散
16377,PRE,升麻膏
16378,PRE,如意金黄散
16379,SYM,黄赤色水泡
16380,SYM,破烂流水
16381,SYM,湿烂疼痛
16382,MED,水兰
16383,MED,螂蟆菊
16384,DIS,水花
16385,MED,水苏
16386,MED,香苏
16387,MED,望江青
16388,MED,天芝麻
16389,DIS,头风目眩
16390,MED,水芹
16391,MED,水芹菜
16392,LIT,外治寿世方·劳伤
16393,DIS,水疗
16394,SYM,水泡
16395,SYM,四周红赤
16396,SYM,中间一点黑
16397,SYM,破后流血水
16398,SYM,中风昏迷
16399,SYM,面肿唇动
16400,SYM,水气浮肿
16401,SYM,窒息
16402,DIS,水郁
16403,DIS,水
16404,DIS,水胀
16405,SYM,目案上微肿
16406,SYM,新卧起之状
16407,SYM,其颈脉动
16408,SYM,时咳
16409,SYM,阴股间寒
16410,SYM,腹乃大
16411,LIT,金匮要略·水气病脉证
16412,LIT,景岳全书·水肿论治
16413,PRE,麻黄连翘赤小豆汤
16414,PRE,越婢加术汤
16415,SYM,实证
16416,LIT,灵枢·五瘾津液别篇
16417,LIT,金匮翼·胀满统论
16418,SYM,胀而四肢面目俱肿
16419,PRE,草劳木香散
16420,PRE,中满分消丸
16421,SYM,阴囊汗湿并出黄水或肿如水晶
16422,PRE,禹功散
16423,MED,肉桂末
16424,DIS,水疡
16425,LIT,素问玄机气宜保命集·泻论
16426,LIT,诸病源候论·水注候
16427,DIS,水泄
16428,SYM,肠鸣如雷
16429,SYM,一泄如注
16430,DIS,水泻
16431,DIS,注泄
16432,DIS,泄注
16433,DIS,注下
16434,SYM,注水之状
16435,SYM,腹胀下利
16436,PRE,香连散
16437,DIS,水毒
16438,DIS,中水
16439,DIS,中溪
16440,DIS,中洒
16441,DIS,水中病
16442,DIS,溪温
16443,LIT,诸病源候论·水毒候
16444,SYM,目眶疼
16445,SYM,心内烦懊
16446,SYM,腰背骨节皆强
16447,SYM,两膝疼
16448,SYM,翁翁热但欲睡
16449,SYM,旦醒暮剧
16450,SYM,手足指逆冷至肘膝
16451,SYM,可有下部生疮
16452,SYM,不痛不痒
16453,SYM,脓溃
16454,SYM,不食狂语
16455,SYM,下血物如烂肝
16456,SYM,局部疼痛
16457,DIS,水咳
16458,SYM,怔悸
16459,SYM,身寒胁硬者
16460,PRE,玄武汤
16461,SYM,结胸
16462,PRE,五答散
16463,LIT,伤寒六书·咳嗽
16464,SYM,目视昏花
16465,SYM,石淋小便不得
16466,DIS,水逆病
16467,LIT,张氏医通·诸呕逆门
16468,SYM,渴欲饮水
16469,MED,橘
16470,SYM,不应
16471,PRE,伏龙肝煮汤
16472,DIS,水疙
16473,DIS,水疥
16474,SYM,皮损如小栗浆
16475,SYM,搔破有水出
16476,ACU,水突
16477,ACU,水门
16478,DIS,水哮
16479,LIT,医学入门·哮
16480,SYM,咳喘哮吼
16481,SYM,唾清稀痰沫
16482,SYM,胸胁疼痛或见形肿呕吐
16483,PRE,导水丸
16484,PRE,五冬散
16485,PRE,破积导饮丸
16486,SYM,实者小而痛甚
16487,SYM,虚者大而痛缓
16488,SYM,状如黑豆
16489,SYM,亦有横长而圆
16490,SYM,先两目上肿起如老蚕色
16491,SYM,侠颈脉动
16492,SYM,股里冷
16493,SYM,胫中满
16494,SYM,按之没指
16495,SYM,腹内转侧有声
16496,PRE,察香丸
16497,DIS,水态
16498,DIS,水态泄
16499,LIT,素问病机气宜保命集·泻论
16500,MED,水茧
16501,SYM,身面青黄
16502,SYM,脚膝浮肿
16503,SYM,上气烦闷
16504,MED,水萍
16505,MED,浮萍
16506,DIS,水蛊
16507,LIT,诸病源候论·水蛊候
16508,SYM,令腹渐大
16509,SYM,动摇有声
16510,SYM,常欲饮水
16511,SYM,皮肤粗黑
16512,SYM,如似肿状
16513,DIS,水鼓
16514,MED,水雁
16515,MED,海龙
16516,MED,水葱
16517,MED,莞草
16518,MED,水丈葱
16519,DIS,水喘
16520,SYM,咳嗽发喘
16521,SYM,胸隔痊闷
16522,SYM,难于倒头
16523,SYM,气上凑
16524,PRE,古葶枣散
16525,PRE,白前汤
16526,PRE,桂苓术甘汤
16527,MED,蟆
16528,MED,马蟆
16529,MED,水麻贴
16530,SYM,瘤痕积聚
16531,SYM,角膜瘫臀
16532,LIT,痘疹方论
16533,DIS,水疤
16534,SYM,皮肤及粘膜分批出现斑疹、丘疹和疮疹
16535,LIT,痘科纂要
16536,SYM,风热夹湿
16537,SYM,若已抓破
16538,ACU,水道
16539,SYM,小腹胀痛
16540,LIT,辨证录·腻胀门
16541,PRE,决水汤
16542,PRE,决流汤
16543,SYM,遍身手足俱胀
16544,SYM,面目亦浮
16545,SYM,口不渴而皮毛出水
16546,SYM,手按其肤如泥
16547,DIS,水禁
16548,SYM,隐隐有红点
16549,SYM,于头面、两胁、手足之际
16550,SYM,发有水泡
16551,SYM,冷气在内，则腹痛肚胀
16552,SYM,冷气在外，则发热恶寒
16553,LIT,中医眼科法要
16554,DIS,水瘾
16555,LIT,诸病源候论·水病诸候
16556,SYM,欲饮而不用食
16557,SYM,遍身虚肿
16558,MED,水蕉
16559,SYM,外溃而脓水淋漓
16560,DIS,水应
16561,DIS,水癖
16562,LIT,儒门事亲·内积形
16563,DIS,支饮
16564,SYM,转动便痛
16565,SYM,不耐风寒
16566,SYM,不欲食而短气
16567,DIS,水癫
16568,SYM,逐渐遍体腐烂
16569,SYM,色呈黑紫
16570,SYM,脚底溃漏
16571,SYM,阴茎腐蚀
16572,DIS,水斑
16573,SYM,病腹内有结块柳强
16574,SYM,在两胁间膨膨胀满
16575,SYM,遍身肿
16576,DIS,水扁
16577,SYM,阴囊肿大
16578,SYM,肿胀坠痛
16579,PRE,橘核散
16580,SYM,偏热
16581,MED,丁香萝
16582,MED,水黄连
16583,MED,水飞雏
16584,MED,水飞蓟
16585,LIT,中草药通讯
16586,MED,水飞堆
16587,MED,奶蓟
16588,MED,老鼠笠
16589,MED,菜蓟
16590,MED,水飞蓟素
16591,DIS,肝硬变
16592,DIS,脂肪肝
16593,MED,水马桑
16594,MED,水觅菜
16595,MED,水云母
16596,MED,甲香
16597,MED,水车藤
16598,MED,锡叶藤
16599,MED,水中金
16600,MED,水牛角
16601,SYM,热病头痛
16602,SYM,高热昏迷
16603,SYM,画血
16604,SYM,喉痹咽肿
16605,SYM,原发性血小板减少性紫瘫
16606,MED,水牛膝
16607,MED,节节花
16608,MED,水毛菌
16609,MED,水玉替
16610,MED,水石榴
16611,MED,水龙骨
16612,MED,石龙苗
16613,MED,鸭舌草
16614,MED,草石蚕
16615,MED,石蚕
16616,MED,岩鸡尾
16617,MED,青龙骨
16618,MED,贴壁娱蛤
16619,SYM,背痈
16620,MED,水龙胆
16621,MED,水田七
16622,MED,水二七
16623,MED,屈头鸡
16624,MED,水鸡仔
16625,MED,水萝卜
16626,MED,水仙子
16627,MED,五谷虫
16628,MED,水仙根
16629,MED,石蒜碱
16630,MED,伪石蒜碱
16631,MED,高石蒜碱
16632,MED,雨石蒜碱
16633,PRE,水仙散
16634,SYM,打扑坠损
16635,SYM,恶血攻心
16636,SYM,闷乱疼痛
16637,MED,水仙
16638,SYM,痈疮
16639,MED,水白菜
16640,MED,山梗菜
16641,MED,大接骨丹
16642,MED,水半夏
16643,MED,戟叶半夏
16644,SYM,毒虫咬伤
16645,MED,水百脚
16646,MED,水吐丝
16647,MED,水团花
16648,MED,穿鱼柳
16649,DIS,关节炎
16650,MED,水红花
16651,MED,鱿草
16652,MED,水览菜
16653,MED,水豆瓣
16654,MED,肉矮陀陀
16655,SYM,水朦
16656,MED,水杨柳
16657,MED,蜀葵花
16658,MED,水芙蓉
16659,MED,小叶团花
16660,SYM,热疖肿毒
16661,MED,蓝布正
16662,MED,水皂角
16663,MED,合萌
16664,DIS,水谷利
16665,SYM,泄泻完谷不化
16666,PRE,木香散
16667,DIS,水谷泻
16668,SYM,不能消化
16669,SYM,有四肢不温
16670,SYM,面白神疲
16671,SYM,肠滑不禁
16672,DIS,水谷痢
16673,SYM,登囿频频
16674,SYM,饮食少餐
16675,SYM,脉来细缓无力
16676,SYM,关部兼弦
16677,PRE,和胃丸
16678,MED,水苦卖
16679,MED,水葛芭
16680,MED,水仙桃草
16681,MED,兔子草
16682,MED,水接骨丹
16683,MED,水对叶莲
16684,SYM,血小板减少性紫瘫
16685,MED,水板凳
16686,MED,水侧耳
16687,MED,水金铃
16688,MED,鸡腌草
16689,MED,水瓮菜
16690,MED,过塘蛇
16691,MED,水狗肝
16692,DIS,水沫疮
16693,SYM,腿间疤疹
16694,PRE,百花散
16695,DIS,水毒病
16696,MED,土香薷
16697,MED,水班子
16698,MED,水四水班花
16699,MED,鞋草花
16700,MED,水胡豆
16701,MED,睡菜
16702,MED,水胡椒
16703,MED,回回蒜
16704,MED,水胡满
16705,MED,臭苦萌
16706,MED,彭蟆桩
16707,MED,苦朗
16708,SYM,跌打痪肿
16709,DIS,水唯
16710,SYM,水停肺而琳喘咳嗽也
16711,MED,水剑草
16712,SYM,状如钱形
16713,SYM,大小如钱孔
16714,SYM,疮头白里黑储
16715,SYM,汁出中硬
16716,LIT,伤寒全生集·辨伤寒结胸
16717,MED,水离芭
16718,MED,水苦荧
16719,MED,水桐树
16720,LIT,天津医学通讯
16721,MED,喜树
16722,MED,水翁花
16723,MED,水雍花
16724,DIS,水憋
16725,MED,水浮钱
16726,MED,水案板
16727,MED,眼子菜
16728,MED,水通草
16729,MED,龙须草
16730,MED,梗通草
16731,MED,硬水黄连
16732,MED,硬杆水黄连
16733,MED,黄脚鸡
16734,LIT,江苏中药名实考
16735,LIT,广西植物名录
16736,LIT,嘉祐补注神农本草
16737,MED,软水黄连
16738,DIS,水蛇头
16739,MED,水银霜
16740,MED,粉霜
16741,MED,水麻叶
16742,MED,杜茎山
16743,MED,水旋复
16744,MED,马尿花
16745,MED,四水梁木
16746,DIS,水晶苔
16747,SYM,舌苔色白
16748,SYM,干硬粗糙如砂皮状
16749,DIS,白砂苔
16750,LIT,妇女病治疗法
16751,DIS,水晶疯
16752,DIS,脚根喉风
16753,MED,水筋骨
16754,MED,水鹅掌
16755,MED,水蒲桃
16756,MED,狗筋蔓
16757,MED,蒲桃
16758,MED,水蓬棵
16759,MED,水蜈蚣
16760,MED,三荚草
16761,MED,金钮草
16762,MED,球子草
16763,MED,黄古头草
16764,MED,疟疾草
16765,MED,牡荆素
16766,MED,水蔓青
16767,MED,勒马回
16768,MED,追风草
16769,MED,水锦花
16770,SYM,肺脓疡
16771,SYM,疖肿疮疡
16772,SYM,风疹身痒
16773,MED,水蜡烛
16774,MED,香蒲
16775,MED,水辣椒
16776,MED,母草
16777,MED,黄药子
16778,MED,水葬菜
16779,MED,水镜草
16780,MED,空心菜
16781,DIS,水激丹
16782,SYM,两胁虚肿红热
16783,MED,水马香
16784,DIS,水气肿满
16785,SYN,水肿气急喘满
16786,DIS,水气喘促
16787,SYM,气不宣通
16788,MED,水仙桃
16789,MED,水苦英
16790,MED,水鱿子
16791,MED,鱿草实
16792,SYM,胃腹胀痛
16793,SYM,甲状腺
16794,MED,水红花奋
16795,MED,水杨梅根
16796,SYM,下肢溃疡
16797,MED,风箱树根
16798,LIT,岭南草药志
16799,MED,水胡满根
16800,MED,水桐树皮
16801,MED,桐皮
16802,MED,乌棒子
16803,DIS,水蛇头疗
16804,SYM,水液浑浊多指小便浑浊
16805,MED,水晶凉粉
16806,DIS,水晶障证
16807,DIS,水晶障翁症
16808,SYM,色白清莹
16809,SYM,高厚而满珠
16810,SYM,痰涎多而稀白
16811,SYM,伴有发热
16812,DIS,水瑕深聪
16813,LIT,广东新语
16814,MED,蒲棒
16815,DIS,水组聪障
16816,PRE,水陆二仙丹
16817,MED,金樱子
16818,PRE,水陆三仙膏
16819,SYM,男子遗精白浊
16820,SYM,女子带下
16821,MED,鲜菊叶
16822,MED,赤豆
16823,PRE,水银枣子膏
16824,MED,枣肉
16825,SYM,虫痔痒痛不止
16826,PRE,水煮木香丸
16827,MED,瞿粟壳
16828,SYM,日夜无度
16829,PRE,水煮木香膏
16830,SYM,脏腑滑泄
16831,SYM,肠鸣水声
16832,SYM,每欲痢时
16833,SYM,下痢赤白
16834,SYM,风痰咳嗽
16835,SYM,面青躁怒
16836,SYM,咳嗽有痰
16837,SYM,泄痢不止
16838,SYM,欲呕吐
16839,DIS,水晶障聆
16840,LIT,宙视瑶函
16841,LIT,记忆方诗
16842,LIT,痢疾论
16843,LIT,本草音义
16844,LIT,时斋医话
16845,PRE,孔子枕中散
16846,PRE,孔圣枕中丹
16847,PRE,枕中方
16848,SYM,心悸不安
16849,LIT,渔生八笺
16850,LIT,妇人良方
16851,SYM,重舌
16852,SYM,牙又
16853,SYM,舌根痈之掀肿
16854,PRE,玉丹
16855,MED,地节
16856,MED,藏参
16857,MED,铃档菜
16858,MED,尾参
16859,SYM,热病伤阴
16860,SYM,咳嗽少痰
16861,SYM,消谷易饥
16862,SYM,筋脉失养而挛痛
16863,LIT,黄庭内景经
16864,SYM,齿暨口臭
16865,LIT,金匮玉函方
16866,MED,菊花苗
16867,LIT,儒门事亲·庙本肝经宣通勿塞论
16868,MED,玉果
16869,MED,玉金
16870,LIT,茅亭客话
16871,MED,玉桂
16872,LIT,洞玄子
16873,LIT,隋书
16874,SYM,阴虚胃热
16875,SYM,烦热口渴
16876,SYM,头痛牙疼
16877,SYM,吐血蛆血
16878,SYM,脉浮洪滑大
16879,SYM,汗多渴甚
16880,SYM,火不能降
16881,SYM,肺肾俱亏
16882,MED,玉龙鞭
16883,MED,玉郎鞭
16884,MED,假马鞭
16885,MED,狮鞭草
16886,DIS,结石
16887,MED,玉如意
16888,PRE,玉华煎
16889,SYM,肺阴耗散
16890,SYM,肺气虚损而致足膝无力
16891,SYM,不能任地
16892,PRE,玉肌散
16893,SYM,风湿雀斑
16894,SYM,酒刺
16895,SYM,白屑风
16896,SYM,皮肤作痒
16897,MED,玉米芯
16898,MED,玉米轴
16899,MED,包谷心
16900,SYM,小儿夏季热
16901,MED,玉米须
16902,MED,棒子毛
16903,MED,玉麦须
16904,DIS,急、慢性肾炎水肿
16905,MED,树脂
16906,MED,挥发油
16907,SYM,齿蟹疼痛
16908,SYM,腐烂口臭
16909,SYM,时出脓血
16910,MED,玉芙蓉
16911,SYM,喉痛
16912,SYM,疗肿
16913,SYM,肠痔泻血
16914,SYM,小儿急惊风
16915,MED,素馨花
16916,MED,玉苏子
16917,MED,白苏子
16918,PRE,玉环煎
16919,MED,梨汁
16920,SYM,咳嗽微喘
16921,SYM,肌表漫热
